Item Fat Content,Sr No,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,4937,FDV39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.007279889,11.3,199.3426,3.4
Low Fat,4938,FDV55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05507343,17.75,145.1444,3.4
Regular,4939,FDA35,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.053837561,14.85,120.8072,3.4
Regular,4940,FDZ57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037764307,10,127.2994,3.4
Regular,4941,FDO49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033052168,10.6,49.7008,3.4
Low Fat,4942,DRL47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038815341,19.7,124.2362,3.4
Low Fat,4943,NCM26,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.023274107,20.5,154.134,3.4
Low Fat,4944,FDS13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.124758619,6.465,264.1884,3.4
Low Fat,4945,FDF52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.066918731,9.3,184.2292,3.4
Low Fat,4946,FDC20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.024020078,10.65,57.2272,3.4
Low Fat,4947,DRI11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03447406,8.26,117.0834,3.4
Low Fat,4948,DRO35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.034640466,13.85,116.1492,3.4
Low Fat,4949,NCA42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0,6.965,159.6604,3.4
Low Fat,4950,FDL27,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.010652508,6.17,65.6826,3.4
Low Fat,4951,FDT03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01001904,21.25,184.6608,3.4
Low Fat,4952,FDY21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.173833129,15.1,196.511,3.4
Low Fat,4953,FDB15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.137584599,10.895,262.2568,3.4
Low Fat,4954,DRH01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.098457814,17.5,171.7738,3.4
Regular,4955,FDN23,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.07566089,6.575,145.4444,3.4
Regular,4956,FDN38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.092158377,6.615,251.1408,3.4
Regular,4957,FDA01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.054488534,15,57.5904,3.4
Regular,4958,FDB14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.102932246,20.25,93.212,3.4
Regular,4959,FDS33,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.12367891,6.67,88.9514,3.4
Regular,4960,FDU57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.089735804,8.27,148.7708,3.4
Regular,4961,FDJ38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.040432954,8.6,191.653,3.4
Regular,4962,FDH14,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.047073322,17.1,138.6838,3.4
Regular,4963,FDV16,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.083399788,7.75,34.5558,3.4
Low Fat,4964,NCB19,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.090278634,6.525,86.7882,3.4
Low Fat,4965,FDD11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,12.85,254.704,3.4
Low Fat,4966,NCR29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054630544,7.565,57.393,3.4
Low Fat,4967,NCM54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.050929429,17.7,129.1678,3.4
Low Fat,4968,DRB24,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020573334,8.785,156.4656,3.4
Low Fat,4969,DRE49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0,20.75,153.0024,3.4
Regular,4970,FDC16,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020565921,11.5,86.054,3.4
Low Fat,4971,FDW47,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.077622622,15,121.8414,3.4
Low Fat,4972,DRO47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.187841082,10.195,112.486,3.4
Low Fat,4973,NCK53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.062903297,11.6,100.4042,3.4
Low Fat,4974,FDY21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0,15.1,197.211,3.4
Regular,4975,FDS56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.064871045,5.785,262.1252,3.4
Low Fat,4976,FDX23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029667053,6.445,94.4436,3.4
Low Fat,4977,FDF12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.08235926,8.235,147.6076,3.4
Low Fat,4978,FDS13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.124402507,6.465,266.1884,3.4
Low Fat,4979,FDS20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.053822086,8.85,183.8292,3.4
Low Fat,4980,FDU08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.027292686,10.3,101.2042,3.4
Low Fat,4981,NCS17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.080434451,18.6,93.4436,3.4
Low Fat,4982,FDW45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.038978526,18,148.6418,3.4
Low Fat,4983,DRH36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0,16.2,73.4696,3.4
Regular,4984,FDP40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.034328578,4.555,110.1544,3.4
Regular,4985,FDV20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.059751638,20.2,129.1678,3.4
Regular,4986,FDB57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.018789455,20.25,222.0772,3.4
Regular,4987,FDX31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.014813268,20.35,234.9958,3.4
Low Fat,4988,FDO40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032761024,17.1,148.8392,3.4
Low Fat,4989,FDZ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100482186,19.2,111.8886,3.4
Low Fat,4990,FDX20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042733625,7.365,226.972,3.4
Regular,4991,FDF29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020015391,15.1,128.831,3.4
Regular,4992,FDQ07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.087762922,15.1,221.5456,3.4
low fat,4993,FDX45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105282932,16.75,156.963,3.4
Low Fat,4994,FDP60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055648052,,100.3016,3.4
Low Fat,4995,NCI43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025842951,,48.6376,3.4
Low Fat,4996,FDG31,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037712875,,64.4826,3.4
Regular,4997,FDW38,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.138008431,,54.8298,3.4
Regular,4998,FDP36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,10.395,51.4008,3.3
Low Fat,4999,NCD06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.099887103,13,45.906,3.3
low fat,5000,DRE60,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.278974075,,225.372,3.3
Low Fat,5001,NCO26,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076841095,7.235,117.5492,3.3
low fat,5002,FDF20,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033287541,12.85,198.4768,3.3
Low Fat,5003,FDT59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015908424,13.65,231.1668,3.3
Low Fat,5004,NCR41,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01806055,17.85,97.0094,3.3
Regular,5005,FDF53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.083590755,20.75,182.2318,3.3
Low Fat,5006,DRF15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03334929,18.35,155.034,3.3
Low Fat,5007,NCL53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036234918,7.5,175.3028,3.3
Low Fat,5008,DRE12,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0704378,,112.886,3.3
Low Fat,5009,FDS51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032230526,13.35,61.4194,3.3
Low Fat,5010,FDX59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0514111,,33.0558,3.3
Low Fat,5011,FDC26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.126579586,10.195,112.2886,3.3
Low Fat,5012,FDI44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.100388706,16.1,76.0328,3.3
Low Fat,5013,NCQ53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018934719,17.6,237.759,3.3
Regular,5014,FDN25,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061270647,7.895,56.7588,3.3
Regular,5015,FDZ08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.110163385,12.5,83.6592,3.3
Regular,5016,FDG33,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140458316,5.365,169.7764,3.3
Regular,5017,FDU46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011143599,10.3,88.254,3.3
Regular,5018,FDC59,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,16.7,63.6168,3.3
Regular,5019,FDZ07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094037291,15.1,62.3194,3.3
Low Fat,5020,FDU38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.144534212,,190.6504,3.3
Low Fat,5021,NCN41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.091411749,,121.373,3.3
Low Fat,5022,NCX05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.169943195,,116.2492,3.3
Low Fat,5023,DRJ24,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.198424841,,185.2924,3.3
Regular,5024,FDU33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.235859408,,46.1402,3.3
Low Fat,5025,FDT48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045955031,4.92,199.1084,3.3
Low Fat,5026,FDG24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014631149,7.975,84.525,3.3
Low Fat,5027,FDY50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.130955811,5.8,90.3172,3.3
Low Fat,5028,FDP26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.139552827,7.785,105.6306,3.3
Low Fat,5029,FDA14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065183228,16.1,148.076,3.3
Low Fat,5030,NCV29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022843501,11.8,177.8686,3.3
Low Fat,5031,FDW34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.035579135,9.6,244.417,3.3
Low Fat,5032,DRD25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.135,114.286,3.3
Regular,5033,FDL48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082266419,19.35,48.8034,3.3
Regular,5034,FDJ38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.040205535,8.6,188.753,3.3
Regular,5035,FDF39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.019511288,14.85,262.591,3.3
Regular,5036,FDA27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030927632,20.35,256.8672,3.3
Regular,5037,FDE41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064014173,9.195,83.3566,3.3
Regular,5038,FDS04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.146662938,10.195,138.6838,3.3
Regular,5039,FDP44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079713576,16.5,101.3332,3.3
Low Fat,5040,FDR23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081953387,15.85,176.237,3.3
Low Fat,5041,FDD51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,11.15,44.7744,3.3
Low Fat,5042,DRN11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.163310805,7.85,143.5444,3.3
Low Fat,5043,NCO29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.032321608,11.15,165.6526,3.3
Low Fat,5044,NCZ41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064551885,19.85,125.2704,3.3
Low Fat,5045,NCW54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09660879,7.5,56.9588,3.3
Low Fat,5046,DRE15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0,13.35,75.7012,3.3
Low Fat,5047,DRD27,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023974769,18.75,99.0042,3.3
Low Fat,5048,FDM40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,10.195,143.1154,3.3
Low Fat,5049,FDL20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.129140919,17.1,109.4886,3.3
Low Fat,5050,FDB32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023585598,20.6,94.7778,3.3
Low Fat,5051,NCP53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.033076388,14.75,237.2906,3.3
Low Fat,5052,NCX17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.114246019,21.25,231.23,3.3
Low Fat,5053,NCZ18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0,7.825,253.4698,3.3
Low Fat,5054,NCD55,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024468806,14,41.1454,3.3
Low Fat,5055,FDD34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.01596609,7.945,163.521,3.3
Low Fat,5056,FDS57,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,15.5,141.547,3.3
Low Fat,5057,FDI33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.028579565,16.5,90.3146,3.3
Low Fat,5058,FDY45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026289984,17.5,253.7356,3.3
Low Fat,5059,FDR21,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.067314073,19.7,175.137,3.3
Low Fat,5060,FDH10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.049583899,21,193.8478,3.3
Regular,5061,FDQ47,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.168527463,7.155,33.6874,3.3
Regular,5062,FDQ55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.013064516,13.65,115.5834,3.3
Regular,5063,FDP08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.112638016,20.5,195.5478,3.3
Regular,5064,FDD10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.046114018,20.6,178.2344,3.3
Regular,5065,FDO52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.07760107,11.6,171.0106,3.3
Regular,5066,FDZ28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.051783761,20,125.8678,3.3
Low Fat,5067,NCE06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.091467933,5.825,159.7894,3.3
Low Fat,5068,NCN26,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028674471,10.85,115.1808,3.3
Low Fat,5069,DRG36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095360186,14.15,172.3106,3.3
Low Fat,5070,FDX23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029686148,6.445,96.4436,3.3
Low Fat,5071,FDZ56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025732114,16.25,166.4474,3.3
Low Fat,5072,FDL20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128390273,17.1,111.9886,3.3
Low Fat,5073,NCU54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.098603729,8.88,210.727,3.3
Low Fat,5074,NCO18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024646608,13.15,177.4686,3.3
Low Fat,5075,NCI42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010363586,18.75,207.1954,3.3
Low Fat,5076,FDD34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015873285,7.945,161.321,3.3
Regular,5077,FDL48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082250863,19.35,48.7034,3.3
Regular,5078,FDR44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102901425,6.11,128.4968,3.3
Low Fat,5079,NCE06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.153127523,5.825,162.4894,3.3
Low Fat,5080,FDD36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.035607579,13.3,119.9124,3.3
Low Fat,5081,NCY18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.052141447,7.285,174.9054,3.3
Low Fat,5082,FDG31,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.063430788,12.15,65.4826,3.3
Low Fat,5083,FDT46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.051564827,11.35,49.0008,3.3
Low Fat,5084,DRC25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.075943184,5.73,85.5882,3.3
Low Fat,5085,DRI25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.056744064,19.6,55.6614,3.3
Low Fat,5086,FDI44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.100149459,16.1,78.4328,3.3
Low Fat,5087,FDA36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005661669,5.985,186.5924,3.3
Low Fat,5088,FDS47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.128778474,16.75,89.1856,3.3
Low Fat,5089,FDJ41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.022864238,6.85,260.0594,3.3
Low Fat,5090,FDN15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.016720182,17.5,139.918,3.3
Low Fat,5091,NCL31,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.120180894,7.39,141.447,3.3
Low Fat,5092,NCN07,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.03391645,18.5,130.9284,3.3
Low Fat,5093,FDL22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.036359891,16.85,90.7488,3.3
Regular,5094,FDX27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.114022125,20.7,92.9436,3.3
Regular,5095,FDE28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,9.5,231.3668,3.3
Regular,5096,FDB56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.074565098,8.75,186.8556,3.3
Regular,5097,FDM27,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.158337479,12.35,157.9946,3.3
low fat,5098,FDQ21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019407069,21.25,119.3756,3.3
Regular,5099,FDU21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07665661,11.8,32.3558,3.3
Low Fat,5100,FDP23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035731825,6.71,218.3166,3.3
Low Fat,5101,FDJ16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115353642,9.195,58.9246,3.3
Low Fat,5102,NCF31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052058629,9.13,150.6024,3.3
Low Fat,5103,NCB55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161317495,15.7,57.5562,3.3
Low Fat,5104,FDB10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0674819,10,234.859,3.3
Low Fat,5105,FDY10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049267759,17.6,113.0176,3.3
Regular,5106,FDZ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027729547,15.7,169.379,3.3
Regular,5107,FDH53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019277945,20.5,82.8592,3.3
Regular,5108,FDO45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03810738,13.15,86.3856,3.3
Regular,5109,FDC34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.173462841,16,157.6972,3.3
Regular,5110,FDC59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054851438,16.7,64.4168,3.3
Low Fat,5111,DRI03,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,175.3028,3.3
Low Fat,5112,FDZ40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039988162,,55.7298,3.3
Low Fat,5113,NCZ17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.079046992,,39.8506,3.3
Low Fat,5114,NCZ53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024358634,,190.4214,3.3
Regular,5115,FDI50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030693309,,228.0352,3.3
Regular,5116,FDZ26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.143319995,,237.5222,3.3
Regular,5117,FDT27,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069250192,,232.9616,3.3
Regular,5118,FDW15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054846706,,147.3734,3.3
Low Fat,5119,NCI17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.143303291,8.645,96.341,3.2
Low Fat,5120,FDA44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.053523765,19.7,55.393,3.2
Low Fat,5121,NCF42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167351411,17.35,176.0712,3.2
Regular,5122,FDX35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.079844043,5.035,226.3036,3.2
Low Fat,5123,NCC43,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.093307713,7.39,250.9066,3.2
Low Fat,5124,FDU25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026722744,12.35,59.2246,3.2
Low Fat,5125,NCR18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020519478,15.85,42.5112,3.2
Low Fat,5126,NCF30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.126440335,17,125.2362,3.2
Low Fat,5127,DRF60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052149675,10.8,239.9564,3.2
Regular,5128,FDJ38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040268044,8.6,191.453,3.2
Regular,5129,FDB29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052493162,16.7,113.9176,3.2
Regular,5130,FDN34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045835395,15.6,168.2132,3.2
Regular,5131,FDR22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018591464,19.35,112.9544,3.2
Low Fat,5132,FDV32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.155316936,,64.151,3.2
Regular,5133,FDA02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.052040539,,143.1786,3.2
Regular,5134,FDS33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.216107535,,86.8514,3.2
Low Fat,5135,FDN57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054234197,18.25,142.0154,3.2
Regular,5136,FDU15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026602089,13.65,35.1532,3.2
Low Fat,5137,FDQ13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.010663189,11.1,82.3908,3.2
Low Fat,5138,NCQ05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021649904,11.395,150.8708,3.2
Low Fat,5139,DRI49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.183879453,14.15,82.9276,3.2
Low Fat,5140,FDF52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,9.3,182.9292,3.2
Low Fat,5141,FDS43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040744057,11.65,185.924,3.2
Low Fat,5142,NCP14,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110913601,8.275,106.3306,3.2
Low Fat,5143,FDG47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070012633,12.8,262.8252,3.2
Regular,5144,FDC16,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.020611526,11.5,84.954,3.2
Regular,5145,FDM57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076002991,11.65,83.4908,3.2
Regular,5146,FDA01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.054685839,15,60.2904,3.2
Regular,5147,FDG22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041615224,17.6,37.219,3.2
Low Fat,5148,FDP60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055908268,17.35,99.8016,3.2
Low Fat,5149,FDX26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087791917,17.7,180.6292,3.2
Low Fat,5150,FDT28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06355415,13.3,149.4708,3.2
Low Fat,5151,DRM23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.135707553,16.6,170.6422,3.2
Low Fat,5152,FDK33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011233126,17.85,211.556,3.2
Regular,5153,FDP44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079698503,16.5,100.6332,3.2
